date.time,stream,PAR_umol_s_m2_Avg,WaterDep,average.water.etmp,number.of.strokes
2013-01-03 12:00,WS07,62.80431,0.1762315,-14.59,70
2013-01-04 12:00,WS07,12.59482,0.169646,-17.98,63
2013-01-05 12:00,WS07,25.36263,0.1720622,-19.01,65
2013-01-06 12:00,WS07,13.7567,0.1722215,-13.38,65
2013-01-07 12:00,WS07,12.71899,0.1660944,-15.93,59
2013-01-08 12:00,WS07,58.89265,0.163656,-16.47,57
2013-01-09 12:00,WS07,13.3082,0.1626473,-15.5,56
2013-01-10 12:00,WS07,24.32049,0.1629248,-17.66,56
2013-01-11 12:00,WS07,8.538509,0.2156968,-14.49,122
2013-01-12 12:00,WS07,57.82369,0.193925,-14.06,91
2013-01-13 12:00,WS07,9.969714,0.1782237,-14.73,72
2013-01-14 12:00,WS07,8.451166,0.2535357,-13.88,189
2013-01-15 12:00,WS07,22.83352,0.301053,-13.82,304
2013-01-16 12:00,WS07,25.30564,0.2850853,-14.36,262
2013-01-17 12:00,WS07,7.600137,0.2590752,-15.15,202
2013-01-18 12:00,WS07,12.89485,0.2462044,-18.42,175
2013-01-19 12:00,WS07,13.31846,0.2181924,-19.5,126
2013-01-20 12:00,WS07,14.14391,0.193006,-19.66,89
2013-01-21 12:00,WS07,14.71426,0.1823306,-24.12,77
2013-01-22 12:00,WS07,14.8457,0.1830054,-20.86,77
2013-01-23 12:00,WS07,18.28012,0.1891107,-21.04,85
2013-01-24 12:00,WS07,14.67949,0.1803579,-27.13,75
2013-01-25 12:00,WS07,8.842584,0.1731676,-21.18,66
2013-01-26 12:00,WS07,58.68889,0.1673814,-14.65,61
2013-01-27 12:00,WS07,24.58175,0.158156,-18.59,52
2013-01-28 12:00,WS07,46.78985,0.155017,-19.96,49
2013-01-29 12:00,WS07,65.48714,0.147085,-21.58,43
2013-01-30 12:00,WS07,9.099132,0.2819276,-24.58,254
2013-01-31 12:00,WS07,18.87715,0.2664665,-11.01,218
2013-02-01 12:00,WS07,16.60956,0.2565662,-12.1,196
2013-02-02 12:00,WS07,60.58333,0.2607976,-12.62,205
2013-02-03 12:00,WS07,8.070237,0.1811117,-11.91,76
2013-02-04 12:00,WS07,6.964299,0.1343533,-12.81,33
2013-02-05 12:00,WS07,59.18528,0.02855779,-27.78,1
2013-02-06 12:00,WS07,26.76144,-0.002429035,-28.14,102
2013-02-07 12:00,WS07,50.56023,-0.0142711,-28.7,102
2013-02-08 12:00,WS07,73.13947,-0.02765454,-28.99,101
2013-02-09 12:00,WS07,32.87544,-0.0340706,-28.89,102
2013-02-10 12:00,WS07,106.2623,-0.03999319,-30.04,101
2013-02-11 12:00,WS07,48.86655,-0.02786158,-30.59,102
2013-02-12 12:00,WS07,26.68125,-0.03246481,-30.01,102
2013-02-13 12:00,WS07,62.71245,-0.03351115,-30.32,101
2013-02-14 12:00,WS07,22.33086,-0.08607183,-16.79,102
2013-02-15 12:00,WS07,27.67853,-0.08614587,-28.77,102
2013-02-16 12:00,WS07,62.97852,-0.08321097,-27.91,101
2013-02-17 12:00,WS07,19.50106,-0.06296501,-18.64,102
2013-02-18 12:00,WS07,19.28725,-0.06431028,-18.44,101
2013-02-19 12:00,WS07,51.55982,-0.05274137,-26.9,102
2013-02-20 12:00,WS07,52.27377,-0.03560961,-16.44,101
2013-02-21 12:00,WS07,50.43592,-0.05077301,-25.87,102
2013-02-22 12:00,WS07,42.89598,-0.0387436,-27.67,101
2013-02-23 12:00,WS07,81.86818,-0.03435103,-27.09,102
2013-02-24 12:00,WS07,27.46342,-0.002102862,-26.54,102
2013-02-25 12:00,WS07,98.85363,-0.02013046,-26.65,102
2013-02-26 12:00,WS07,27.17094,-0.004862325,-26.24,101
2013-02-27 12:00,WS07,32.63133,-0.00144728,-25.42,93
2013-02-28 12:00,WS07,91.61948,-0.01268729,-25.3,102
2013-03-01 12:00,WS07,107.3978,-0.02546066,-17.86,101
2013-03-02 12:00,WS07,30.14749,-0.01934966,-17.08,102
2013-03-03 12:00,WS07,12.992,0.000625976,-17.6,29
2013-03-04 12:00,WS07,19.31712,-0.01253104,-17.38,102
2013-03-05 12:00,WS07,22.34313,-0.03060617,-26.09,101
2013-03-06 12:00,WS07,21.46295,0.01624886,-18.06,0
2013-03-07 12:00,WS07,29.05557,0.09515101,-17.72,13
2013-03-08 12:00,WS07,17.446,0.09343552,-21.8,13
2013-03-09 12:00,WS07,62.47293,0.05825248,-24.62,3
2013-03-10 12:00,WS07,80.67268,0.03380871,-24.39,0
2013-03-11 12:00,WS07,22.09227,0.005513866,-22.8,0
2013-03-12 12:00,WS07,24.81647,0.02541053,-23.22,1
2013-03-13 12:00,WS07,23.58132,0.05567981,-23.37,3
2013-03-14 12:00,WS07,32.23717,0.03654293,-17.6,0
2013-03-15 12:00,WS07,39.00431,0.07673426,-21.78,7
2013-03-16 12:00,WS07,50.01099,0.08276662,-19.77,8
2013-03-17 12:00,WS07,79.84184,0.07845098,-17.8,8
2013-03-18 12:00,WS07,24.64637,0.07149483,-15.93,6
2013-03-19 12:00,WS07,41.89938,0.06265274,-16.35,4
2013-03-20 12:00,WS07,60.59387,0.05270591,-17.69,3
2013-03-21 12:00,WS07,45.26547,0.1013094,-17.37,16
2013-03-22 12:00,WS07,101.92,0.04103794,-19.65,1
2013-03-23 12:00,WS07,49.34838,0.02994826,-17.88,1
2013-03-24 12:00,WS07,68.42753,0.03564995,-15.96,0
2013-03-25 12:00,WS07,48.5352,0.02951664,-17.24,0
2013-03-26 12:00,WS07,36.3289,0.05974248,-17.37,4
2013-03-27 12:00,WS07,24.73408,0.1972758,-16.66,95
2013-03-28 12:00,WS07,86.71011,0.1910116,-17.23,87
2013-03-29 12:00,WS07,121.9983,0.1796988,-17.85,74
2013-03-30 12:00,WS07,109.0938,0.1701372,-10.83,64
2013-03-31 12:00,WS07,48.60185,0.1568845,-13.7,51
2013-04-01 12:00,WS07,31.39384,0.2020482,-14.93,102
2013-04-02 12:00,WS07,29.8588,0.2044861,-16.27,105
2013-04-03 12:00,WS07,80.89189,0.1950608,-16.35,92
2013-04-04 12:00,WS07,22.41312,0.1771616,-16.18,71
2013-04-05 12:00,WS07,118.9855,-0.1523999,-16.54,102
2013-04-06 12:00,WS07,45.9724,-0.1524001,-16.3,101
2013-04-07 12:00,WS07,76.74431,-0.1524,-15.83,102
2013-04-08 12:00,WS07,93.103,-0.1524001,-13.17,102
2013-04-09 12:00,WS07,80.91477,-0.1524,-13.52,101
2013-04-10 12:00,WS07,79.57182,-0.1524001,-12.91,102
2013-04-11 12:00,WS07,108.7324,-0.1524,-5.86,101
2013-04-12 12:00,WS07,30.78363,-0.1524001,5.211,102
2013-04-13 12:00,WS07,62.10705,-0.1523999,-6.801,101
2013-04-14 12:00,WS07,98.0145,-0.1524,-7.803,102
2013-04-15 12:00,WS07,102.0105,-0.1524,-1.169,102
2013-04-16 12:00,WS07,117.4335,-0.1524,-3.872,101
2013-04-17 12:00,WS07,80.33289,-0.1524,-6.425,102
2013-04-18 12:00,WS07,96.81491,-0.1524,-2.352,101
2013-04-19 12:00,WS07,10.20895,-0.1524,-0.506,102
2013-04-20 12:00,WS07,68.35038,-0.1524,-10.05,101
2013-04-21 12:00,WS07,72.91224,-0.1524001,-9.6,102
2013-04-22 12:00,WS07,72.83069,-0.1523999,-9.8,102
2013-04-23 12:00,WS07,45.73531,-0.1524,-10.16,102
2013-04-24 12:00,WS07,27.14877,-0.1524,-7.846,102
2013-04-25 12:00,WS07,157.3613,-0.1524001,-7.872,101
2013-04-26 12:00,WS07,173.0613,-0.1523999,-9.63,102
2013-04-27 12:00,WS07,34.41393,-0.1524,-3.342,101
2013-04-28 12:00,WS07,25.87556,-0.1524,-1.516,102
2013-04-29 12:00,WS07,293.5038,-0.1524,-2.898,101
2013-04-30 12:00,WS07,298.9706,-0.1524,-7.698,102
2013-05-01 12:00,WS07,181.1748,-0.1524,-5.867,102
2013-05-02 12:00,WS07,30.57545,0.1373511,-4.918,35
2013-05-03 12:00,WS07,142.1613,0.1335014,0.976,32
2013-05-04 12:00,WS07,38.44323,0.1335648,1.809,33
2013-05-05 12:00,WS07,24.07422,0.2030389,-4,103
2013-05-06 12:00,WS07,121.7011,0.1713437,-5.413,64
2013-05-07 12:00,WS07,115.3258,0.1616308,-6.981,55
2013-05-08 12:00,WS07,87.3894,0.1560006,-4.211,50
2013-05-09 12:00,WS07,139.2861,0.147967,-4.94,43
2013-05-10 12:00,WS07,91.08223,0.1413444,-4.151,38
2013-05-11 12:00,WS07,60.35976,0.1336855,-1.874,33
2013-05-12 12:00,WS07,145.4371,0.1296873,-6.053,30
2013-05-13 12:00,WS07,57.19735,0.1219802,-8.09,26
2013-05-14 12:00,WS07,48.26635,0.1124666,-9.69,20
2013-05-15 12:00,WS07,39.66187,0.1102238,-7.742,20
2013-05-16 12:00,WS07,49.1253,0.110813,-7.668,53
2013-05-17 12:00,WS07,49.35285,0.1086952,-7.978,50
2013-05-18 12:00,WS07,10.53344,0.1186969,2.537,69
2013-05-19 12:00,WS07,26.53621,0.1416669,2.509,137
2013-05-20 12:00,WS07,24.0504,0.1211588,-1.172,75
2013-05-21 12:00,WS07,22.3152,0.1204923,-0.708,73
2013-05-22 12:00,WS07,34.44153,0.1340065,-0.113,110
2013-05-23 12:00,WS07,8.972972,0.1493795,-1.328,168
2013-05-24 12:00,WS07,25.7989,0.1371473,-4.64,120
2013-05-25 12:00,WS07,18.00316,0.1270028,-4.402,90
2013-05-26 12:00,WS07,16.17235,0.1200835,3.564,72
2013-05-27 12:00,WS07,21.5397,0.1157041,4.267,63
2013-05-28 12:00,WS07,25.66976,0.1141357,3.207,60
2013-05-29 12:00,WS07,22.98971,0.110165,2.022,52
2013-05-30 12:00,WS07,23.47516,0.1087688,2.754,49
2013-05-31 12:00,WS07,19.53845,0.1059399,2.707,45
2013-06-01 12:00,WS07,15.86266,0.1047878,3.065,43
2013-06-02 12:00,WS07,9.281127,0.1313058,0.978,102
2013-06-03 12:00,WS07,11.87685,0.1124994,0.838,57
2013-06-04 12:00,WS07,16.5832,0.1007498,-2.031,36
2013-06-05 12:00,WS07,16.41212,0.1024975,-2.295,39
2013-06-06 12:00,WS07,10.70822,0.04154047,-2.751,1
2013-06-07 12:00,WS07,18.39821,0.01209149,-5.633,0
2013-06-08 12:00,WS07,14.02408,0.007766722,-5.798,0
2013-06-09 12:00,WS07,14.47938,-0.001434036,-6.535,102
2013-06-10 12:00,WS07,6.569728,0.1443733,-0.574,147
2013-06-11 12:00,WS07,13.79489,0.05488386,-0.861,4
2013-06-12 12:00,WS07,18.18229,0.0372898,-1.169,0
2013-06-13 12:00,WS07,14.51464,0.02234089,-0.796,0
2013-06-14 12:00,WS07,10.57938,0.03395867,-2.264,0
2013-06-15 12:00,WS07,18.43901,0.02584179,-2.498,1
2013-06-16 12:00,WS07,10.25524,0.01825982,-2.26,0
2013-06-17 12:00,WS07,6.036621,0.01444135,-1.524,0
2013-06-18 12:00,WS07,11.53344,0.1108156,-1.347,54
2013-06-19 12:00,WS07,14.99406,0.1060011,-2.517,45
2013-06-20 12:00,WS07,10.88087,0.1019242,-2.183,38
2013-06-21 12:00,WS07,8.669868,0.08936398,-4.509,23
2013-06-22 12:00,WS07,10.52548,0.03212269,-5.617,0
2013-06-23 12:00,WS07,15.68951,0.02530538,-5.967,0
2013-06-24 12:00,WS07,9.580801,0.03049537,4.2,0
2013-06-25 12:00,WS07,3.909151,0.09365223,1.185,28
2013-06-26 12:00,WS07,7.606039,0.08254732,-1.435,18
2013-06-27 12:00,WS07,14.62236,0.07102576,-1.955,10
2013-06-28 12:00,WS07,6.607622,0.06401563,-1.342,7
2013-06-29 12:00,WS07,11.5272,0.06623005,-1.301,7
2013-06-30 12:00,WS07,9.992248,0.06714434,-0.65,8
2013-07-01 12:00,WS07,10.2211,0.0909041,1.233,25
2013-07-02 12:00,WS07,6.709249,0.08263464,3.597,17
2013-07-03 12:00,WS07,3.016319,0.1636375,-1.852,238
2013-07-04 12:00,WS07,3.241112,0.09217557,-3.09,26
2013-07-05 12:00,WS07,1.591602,0.08323428,1.586,18
2013-07-06 12:00,WS07,3.7809,0.3110234,-2.421,0
2013-07-07 12:00,WS07,3.031644,0.2961622,-2.434,0
2013-07-08 12:00,WS07,7.369389,0.2762679,-3.569,0
2013-07-09 12:00,WS07,7.402219,0.2793731,-3.094,0
2013-07-10 12:00,WS07,10.09222,0.2710103,-2.166,0
2013-07-11 12:00,WS07,9.580261,0.2624726,-2.255,0
2013-07-12 12:00,WS07,13.54122,0.2571261,-2.368,0
2013-07-13 12:00,WS07,7.627044,0.251811,-2.708,0
2013-07-14 12:00,WS07,0.6397058,0.2708337,-2.193,0
2013-07-15 12:00,WS07,3.500504,0.2520837,-1.977,0
2013-07-16 12:00,WS07,12.07009,0.1216529,-2.361,76
2013-07-17 12:00,WS07,13.27204,0.109404,-1.703,51
2013-07-18 12:00,WS07,14.68145,0.09628368,-1.562,31
2013-07-19 12:00,WS07,10.28158,0.08936834,-2.058,24
2013-07-20 12:00,WS07,8.136985,0.08486582,-0.24,19
2013-07-21 12:00,WS07,14.20669,0.07627042,-1.945,13
2013-07-22 12:00,WS07,19.84938,0.07717676,-0.554,13
2013-07-23 12:00,WS07,13.28423,0.06308973,-2.43,6
2013-07-24 12:00,WS07,12.95813,0.04405028,-0.241,2
2013-07-25 12:00,WS07,13.57399,-0.000591177,-3.013,102
2013-07-26 12:00,WS07,10.43737,-0.000546153,-1.13,102
2013-07-27 12:00,WS07,8.994339,-0.000416929,-0.019,101
2013-07-28 12:00,WS07,13.24306,-0.000270047,-0.197,101
2013-07-29 12:00,WS07,9.288207,-0.00035857,-3.728,101
2013-07-30 12:00,WS07,13.51678,-0.000379067,-5.626,101
2013-07-31 12:00,WS07,8.281338,-0.000326631,3.567,96
2013-08-01 12:00,WS07,6.143776,-0.00032345,2.116,102
2013-08-02 12:00,WS07,16.80927,-0.000349432,1.715,101
2013-08-03 12:00,WS07,53.88178,-0.00033602,1.734,101
2013-08-04 12:00,WS07,25.54404,-0.000302042,-1.977,101
2011-12-27 12:00,WS07,46.13606,0.2266774,6.381,57
2011-12-28 12:00,WS07,9.383376,0.2041762,5.054,43
2011-12-29 12:00,WS07,10.78644,0.2000923,4.918,40
2011-12-30 12:00,WS07,79.73884,0.1974012,5.364,38
2011-12-31 12:00,WS07,17.10965,0.1913749,5.986,35
2012-01-01 12:00,WS07,63.51786,0.1934127,6.786,36
2012-01-02 12:00,WS07,20.77125,0.1881291,4.678,33
2012-01-03 12:00,WS07,6.68679,0.183751,2.384,31
2012-01-04 12:00,WS07,21.83132,0.1826104,2.863,30
2012-01-05 12:00,WS07,20.6505,0.1827475,3.65,30
2012-01-06 12:00,WS07,21.36247,0.1780619,4.135,28
2012-01-07 12:00,WS07,93.81239,0.1780598,5.404,28
2012-01-08 12:00,WS07,54.93757,0.1791609,6.121,28
2012-01-09 12:00,WS07,23.46642,0.1838925,6.868,31
2012-01-10 12:00,WS07,68.04706,0.177567,7.323,28
2012-01-11 12:00,WS07,8.921039,0.2516933,7.472,80
2012-01-12 12:00,WS07,60.56245,0.1958805,6.731,37
2012-01-13 12:00,WS07,13.03707,0.186306,3.874,32
2012-01-14 12:00,WS07,12.12828,0.1814759,2.909,30
2012-01-15 12:00,WS07,13.10572,0.1782087,3.233,28
2012-01-16 12:00,WS07,30.70629,0.178986,3.624,28
2012-01-17 12:00,WS07,27.02095,0.1771262,4.576,28
2012-01-18 12:00,WS07,25.2344,0.1920135,4.52,35
2012-01-19 12:00,WS07,98.29616,0.1838732,3.776,31
2012-01-20 12:00,WS07,63.81733,0.1820253,4.533,30
2012-01-21 12:00,WS07,18.3698,0.2136607,6.189,49
2012-01-22 12:00,WS07,17.42052,0.1897939,6.365,34
2012-01-23 12:00,WS07,26.64433,0.2384076,5.979,67
2012-01-24 12:00,WS07,21.15692,0.1970494,5.902,37
2012-01-25 12:00,WS07,83.23112,0.1945337,5.9,36
2012-01-26 12:00,WS07,15.04928,0.1923428,7.152,35
2012-01-27 12:00,WS07,25.5133,0.1981449,7.264,39
2012-01-28 12:00,WS07,21.14401,0.1864382,5.917,32
2012-01-29 12:00,WS07,22.62827,0.1821395,4.762,30
2012-01-30 12:00,WS07,21.46139,0.1793299,4.579,29
2012-01-31 12:00,WS07,78.35504,0.1777864,4.908,28
2012-02-01 12:00,WS07,58.24306,0.1757078,5.904,27
2012-02-02 12:00,WS07,22.8063,0.1860198,6.649,32
2012-02-03 12:00,WS07,26.13054,0.1792635,5.784,28
2012-02-04 12:00,WS07,26.32461,0.1840816,6.17,30
2012-02-05 12:00,WS07,64.67975,0.183993,7.144,30
2012-02-06 12:00,WS07,94.56677,0.1778488,6.471,28
2012-02-07 12:00,WS07,27.69578,0.1734325,5.558,26
2012-02-08 12:00,WS07,54.33673,0.1706867,5.673,25
2012-02-09 12:00,WS07,28.78659,0.1695682,4.552,24
2012-02-10 12:00,WS07,98.65958,0.1667701,4.622,23
2012-02-11 12:00,WS07,24.91014,0.1661091,4.331,23
2012-02-12 12:00,WS07,23.92781,0.1661054,1.531,23
2012-02-13 12:00,WS07,23.4849,0.1627103,2.218,21
2012-02-14 12:00,WS07,13.11809,0.1648043,2.957,22
2012-02-15 12:00,WS07,30.33824,0.1629964,3.472,21
2012-02-16 12:00,WS07,24.22403,0.1745806,4.534,27
2012-02-17 12:00,WS07,106.3121,0.1636297,4.662,22
2012-02-18 12:00,WS07,113.201,0.1448233,5.089,15
2012-02-19 12:00,WS07,21.68468,0.1664097,5.55,22
2012-02-20 12:00,WS07,23.6448,0.165428,4.365,22
2011-07-07 12:00,WS07,6.439602,0.139422,15.81,24
2011-07-08 12:00,WS07,25.77429,0.1454557,15.94,27
2011-07-09 12:00,WS07,28.4178,0.1405689,16.07,25
2011-07-10 12:00,WS07,10.9245,0.1382706,16.29,24
2011-07-11 12:00,WS07,4.078703,0.137361,16.47,23
2011-07-12 12:00,WS07,14.45776,0.1352821,16.72,22
2011-07-13 12:00,WS07,13.26197,0.1319539,16.86,21
2011-07-14 12:00,WS07,21.72296,0.1329253,16.88,22
2011-07-15 12:00,WS07,6.161568,0.1352459,16.43,22
2011-07-16 12:00,WS07,13.24859,0.1365002,15.69,23
2011-07-17 12:00,WS07,17.25232,0.1326558,15.54,22
2011-07-18 12:00,WS07,16.6639,0.1330223,15.73,21
2011-07-19 12:00,WS07,19.24035,0.1313301,16.22,21
2011-07-20 12:00,WS07,22.45707,0.1263476,16.68,19
2011-07-21 12:00,WS07,17.65035,0.1274617,16.91,19
2011-07-22 12:00,WS07,2.44214,0.1262725,17.06,19
2011-07-23 12:00,WS07,7.031813,0.127373,17.16,19
2011-07-24 12:00,WS07,13.22472,0.1265579,17.19,19
2011-07-25 12:00,WS07,7.68491,0.119051,17.24,16
2011-07-26 12:00,WS07,16.97714,0.1194858,17.08,17
2011-07-27 12:00,WS07,12.94233,0.1218049,17.19,17
2011-07-28 12:00,WS07,15.11672,0.1222996,17.23,17
2011-07-29 12:00,WS07,9.763741,0.1228037,17.25,17
2011-07-30 12:00,WS07,21.54107,0.1211417,17.33,16
2011-07-31 12:00,WS07,13.06024,0.1773566,17.5,46
2011-08-01 12:00,WS07,19.75762,0.1273765,17.47,19
2011-08-02 12:00,WS07,12.3708,0.1232713,17.39,17
2011-08-03 12:00,WS07,13.57314,0.1197378,17.18,16
2011-08-04 12:00,WS07,63.77303,0.1183659,17.42,15
2011-08-05 12:00,WS07,14.77228,0.1173126,17.63,15
2011-08-06 12:00,WS07,8.860847,0.1176923,17.56,16
2011-08-07 12:00,WS07,32.0966,0.1156381,17.48,15
2011-08-08 12:00,WS07,33.61372,0.122844,17.75,17
2011-08-09 12:00,WS07,14.29328,0.1238191,17.55,17
2011-08-10 12:00,WS07,32.93093,0.1225812,17.13,17
2011-08-11 12:00,WS07,7.719136,0.1198414,17.08,16
2011-08-12 12:00,WS07,9.215037,0.1195105,16.94,10
2011-08-13 12:00,WS07,24.62234,0.1172173,16.97,10
2011-08-14 12:00,WS07,20.9308,0.1271495,17,13
2011-08-15 12:00,WS07,20.4941,0.1144423,16.08,8
2011-08-16 12:00,WS07,17.4681,0.1149845,15.43,9
2011-08-17 12:00,WS07,7.44847,0.1155321,15.74,9
2011-08-18 12:00,WS07,11.88791,0.1121383,15.96,8
2011-08-19 12:00,WS07,15.28959,0.1332244,16.13,14
2011-08-20 12:00,WS07,18.86493,0.1162786,16.37,9
2011-08-21 12:00,WS07,11.93457,0.1140309,16.69,9
2011-08-22 12:00,WS07,36.03055,0.1070733,16.87,7
2011-08-23 12:00,WS07,19.82415,0.1105212,15.88,8
2011-08-24 12:00,WS07,16.82048,0.1078713,15.63,7
2011-08-25 12:00,WS07,13.30588,0.1091789,16.01,7
2011-08-26 12:00,WS07,20.18968,0.1068904,16.46,7
2011-08-27 12:00,WS07,24.57712,0.107001,16.67,7
2011-08-28 12:00,WS07,11.09412,0.1043549,15.76,6
2011-08-29 12:00,WS07,16.63323,0.105401,15.49,7
2011-08-30 12:00,WS07,43.91913,0.1094271,15.53,8
2011-08-31 12:00,WS07,20.88481,0.1056788,15.91,6
2011-09-01 12:00,WS07,22.5341,0.1046729,16.07,7
2011-09-02 12:00,WS07,15.67245,0.1044491,16.41,6
2011-09-03 12:00,WS07,20.05137,0.09915511,16.61,5
2011-09-04 12:00,WS07,11.84845,0.1011785,16.67,5
2011-09-05 12:00,WS07,5.044886,0.1574985,16.55,25
2011-09-06 12:00,WS07,5.434292,0.1762802,16.07,35
2011-09-07 12:00,WS07,18.48457,0.1585944,14.69,24
2011-09-08 12:00,WS07,18.16397,0.1431977,14.4,18
2011-09-09 12:00,WS07,13.60187,0.1372907,14.07,15
2011-09-10 12:00,WS07,19.59812,0.1274618,13.75,12
2011-09-11 12:00,WS07,11.97998,0.1243092,13.86,12
2011-09-12 12:00,WS07,16.427,0.1217702,14.17,10
2011-09-13 12:00,WS07,11.3249,0.1243245,14.23,11
2011-09-14 12:00,WS07,9.019704,0.1216645,14.42,11
2011-09-15 12:00,WS07,16.5555,0.1225651,14.63,11
2011-09-16 12:00,WS07,22.16351,0.1223832,13.79,11
2011-09-17 12:00,WS07,20.05882,0.1213019,13.08,10
2011-09-18 12:00,WS07,9.186852,0.1193743,13.2,10
2011-09-19 12:00,WS07,9.455076,0.1202548,12.75,10
2011-09-20 12:00,WS07,7.867647,0.1199025,13.24,10
2011-09-21 12:00,WS07,7.282424,0.1545676,14.02,23
2011-09-22 12:00,WS07,15.80483,0.1414988,14.4,17
2011-09-23 12:00,WS07,19.20398,0.1742359,14.53,34
2011-09-24 12:00,WS07,7.820938,0.1441803,14.18,19
2011-09-25 12:00,WS07,11.34241,0.1431019,13.97,18
2011-09-26 12:00,WS07,12.23576,0.1576305,14.75,24
2011-09-27 12:00,WS07,11.61215,0.1391111,14.52,17
2011-09-28 12:00,WS07,11.10545,0.1314176,13.82,14
2011-09-29 12:00,WS07,15.8823,0.1270867,13.77,13
2011-09-30 12:00,WS07,7.237599,0.124092,13.65,11
2011-10-01 12:00,WS07,7.351106,0.1298349,10.76,13
2011-10-02 12:00,WS07,7.421437,0.129079,9.59,12
2011-10-03 12:00,WS07,7.804638,0.1263338,9.38,12
2011-10-04 12:00,WS07,7.814138,0.1261129,10.1,12
2011-10-05 12:00,WS07,8.474303,0.1246504,10.89,11
2011-10-06 12:00,WS07,7.414811,0.1246588,11.51,11
2011-10-07 12:00,WS07,8.615542,0.1244257,11.61,12
2011-10-08 12:00,WS07,9.234207,0.1246471,11.33,11
2011-10-09 12:00,WS07,17.25673,0.1224317,11.36,11
2011-10-10 12:00,WS07,26.27412,0.1241247,11.91,11
2011-10-11 12:00,WS07,8.967305,0.1380667,11.78,16
2011-10-13 12:00,WS08,18.26966,0.09377754,8.9,61
2011-10-14 12:00,WS08,16.27213,0.07912485,8.27,41
2011-10-15 12:00,WS08,5.695982,0.08156826,7.884,44
2011-10-16 12:00,WS08,6.020601,0.07233273,7.436,33
2011-10-17 12:00,WS08,6.407993,0.06352083,7.707,24
2011-10-18 12:00,WS08,7.792738,0.06440175,7.969,26
2011-10-19 12:00,WS08,10.08805,0.1382766,8.69,0
2011-10-20 12:00,WS08,12.64695,0.08547542,6.681,50
2011-10-21 12:00,WS08,9.326982,0.07801659,6.476,40
2011-10-22 12:00,WS08,6.801586,0.0765281,6.259,38
2011-10-23 12:00,WS08,5.343186,0.07560975,6.506,37
2011-10-24 12:00,WS08,6.477933,0.07475656,6.805,36
2011-10-25 12:00,WS08,6.965349,0.07478078,6.819,36
2011-10-26 12:00,WS08,7.59431,0.07897004,6.942,41
2011-10-27 12:00,WS08,13.73923,0.07639115,6.953,38
2011-10-28 12:00,WS08,8.44671,0.08358002,7.638,47
2011-10-29 12:00,WS08,11.13722,0.1010176,6.434,73
2011-10-30 12:00,WS08,7.744256,0.09497611,5.822,63
2011-10-31 12:00,WS08,12.56761,0.09334849,5.693,60
2011-11-01 12:00,WS08,24.68901,0.09221876,5.521,59
2011-11-02 12:00,WS08,23.10147,0.09146371,5.594,58
2011-11-03 12:00,WS08,6.068524,0.09065604,5.638,56
2011-08-16 12:00,WS08,6.433994,0.1082237,10.82,27
2011-08-17 12:00,WS08,2.8675,0.107594,10.45,27
2011-08-18 12:00,WS08,4.578718,0.1074361,10.06,27
2011-08-19 12:00,WS08,73.05193,0.1159219,10.41,27
2011-08-20 12:00,WS08,15.31726,0.1076563,10.63,27
2011-08-21 12:00,WS08,10.39309,0.1056734,10.61,27
2011-08-22 12:00,WS08,8.417639,0.1048205,10.46,27
2011-08-23 12:00,WS08,6.818196,0.1074335,9.72,27
2011-08-24 12:00,WS08,10.00317,0.1083742,9.39,27
2011-08-25 12:00,WS08,10.8669,0.1078358,9.28,27
2011-08-26 12:00,WS08,9.514808,0.1065464,9.46,27
2011-08-27 12:00,WS08,7.252783,0.1060307,9.34,27
2011-08-28 12:00,WS08,6.602979,0.1050129,9.26,27
2011-08-29 12:00,WS08,5.172918,0.1046394,8.93,27
2011-08-30 12:00,WS08,6.935225,0.1052595,8.91,27
2011-08-31 12:00,WS08,8.03239,0.1038365,9.07,27
2011-09-01 12:00,WS08,9.499528,0.1057149,9.08,27
2011-09-02 12:00,WS08,8.884345,0.1085804,9.61,27
2011-09-03 12:00,WS08,9.572123,0.1089732,9.85,27
2011-09-04 12:00,WS08,12.02683,0.1098389,10.55,27
2011-09-05 12:00,WS08,12.05084,0.1219605,10.35,27
2011-09-06 12:00,WS08,11.57876,0.1477356,11.08,27
2011-09-07 12:00,WS08,40.35573,0.1358662,10.01,27
2011-09-08 12:00,WS08,47.09949,0.1283525,9.51,27
2011-09-09 12:00,WS08,52.19165,0.1251067,9.21,27
2011-09-10 12:00,WS08,13.19203,0.1105025,8.94,27
2011-09-11 12:00,WS08,8.673889,0.1066372,8.9,27
2011-09-12 12:00,WS08,14.06709,0.105379,9.09,27
2011-09-13 12:00,WS08,10.00128,0.0992908,9.2,27
2011-09-14 12:00,WS08,13.1519,0.09616,9.35,27
2011-09-15 12:00,WS08,13.05509,0.09466204,9.15,27
2011-09-16 12:00,WS08,9.621077,0.09615542,8.05,27
2011-09-17 12:00,WS08,10.89096,0.09487204,6.81,27
2011-09-18 12:00,WS08,11.38733,0.09482281,6.66,27
2011-09-19 12:00,WS08,7.549909,0.09566628,6.479,27
2011-09-20 12:00,WS08,12.79657,0.08448767,6.57,27
2011-09-21 12:00,WS08,16.48722,0.114159,6.93,27
2011-09-22 12:00,WS08,18.29064,0.1037751,6.979,27
2011-09-23 12:00,WS08,14.43283,0.1353722,7.269,27
2011-09-24 12:00,WS08,10.5626,0.113392,7.324,27
